,File Name,Tempo,RMS max,RMS min,RMS mean,RMS median,Spectrogram max,Spectrogram mean,mfccs max,mfccs min,mfccs mean,chromagram min,chromagram mean,NumberStrongNote0.5&0.7,NumberWeakNote0.2&0.3,Boss Power,Mean TimePattern,Label
32,blues.00032.wav,143.5546875,0.31318465,0.0015190063,0.10122466,0.08709918,1707.5378,3.3360693,166.02945,-498.87622,-11.999893,0.000111046545,0.2761858,569,1285,1896065,0.13205101838871725,blues
33,blues.00033.wav,151.99908088235293,0.28239334,0.03843693,0.13316597,0.1244764,1971.1532,4.706617,172.33241,-403.17584,-10.44057,0.00020908857,0.26077786,524,1479,2104177,0.1683220712103972,blues
34,blues.00034.wav,184.5703125,0.30537727,0.014421032,0.13590334,0.13173972,1863.0857,5.065037,159.22098,-428.5631,-8.5409155,0.0003377703,0.26217148,897,1969,2081156,0.16548823795839987,blues
35,blues.00035.wav,129.19921875,0.3248184,0.04186578,0.1732646,0.17337891,2596.4219,7.8433022,182.88504,-306.33984,-7.4998403,0.00054679887,0.28827715,1568,2398,2524468,0.1742246145553324,blues
36,blues.00036.wav,151.99908088235293,0.43660584,0.027771788,0.19766894,0.19861785,3226.1206,10.354468,186.25238,-338.09586,-9.798502,0.00011965173,0.23332669,603,1528,2169309,0.17690960685275461,blues
37,blues.00037.wav,123.046875,0.23083663,0.004776881,0.06915838,0.058170274,1402.4423,1.6198156,167.1995,-499.0418,-11.786941,7.5238335e-05,0.24866746,730,1546,1378181,0.09768379861145378,blues
38,blues.00038.wav,86.1328125,0.38085675,0.023895625,0.1680172,0.16578063,2423.9316,7.5716343,166.48274,-388.18884,-8.526854,0.00045628977,0.26584658,964,1820,2329593,0.16102465516104097,blues
39,blues.00039.wav,117.45383522727273,0.3760914,0.006328876,0.08582264,0.074551985,3105.0647,2.3564844,159.87018,-436.51215,-13.398082,4.779255e-05,0.2553486,443,1132,1447803,0.1326802284254976,blues
40,blues.00040.wav,172.265625,0.22524567,0.077445164,0.13481365,0.13231651,644.8714,4.08664,134.41905,-218.44441,2.0445318,0.00979739,0.39795133,2369,3274,2534581,0.163166905245041,blues
41,blues.00041.wav,129.19921875,0.22323658,0.066260904,0.12910546,0.124699794,777.03436,3.7812119,130.18347,-226.15514,2.4505095,0.00633785,0.38697547,1011,3474,2456870,0.1880723961678495,blues
42,blues.00042.wav,89.10290948275862,0.20632835,0.0632157,0.110940404,0.10636154,871.1161,2.7508836,120.713,-320.70914,1.7600858,0.005757555,0.37769634,752,2282,2347739,0.16219595054255442,blues
43,blues.00043.wav,129.19921875,0.25110266,0.058031127,0.12730543,0.119822726,740.0256,3.749702,147.26219,-225.58751,1.9780017,0.005310418,0.39893433,1317,3633,2329683,0.1691712769753929,blues
44,blues.00044.wav,135.99917763157896,0.21271732,0.07294631,0.13620916,0.13589455,850.5443,4.2168226,131.1196,-188.9618,3.5161037,0.0037025271,0.3901175,1818,3396,2827697,0.18648462153770295,blues
45,blues.00045.wav,129.19921875,0.23061086,0.08255059,0.14828186,0.14937001,1192.5625,5.315006,127.24419,-249.2935,1.1208545,0.0038148407,0.4296856,2544,3258,3298701,0.19437536688608276,blues
46,blues.00046.wav,123.046875,0.2020967,0.011235185,0.10254586,0.096869916,857.2482,2.6495655,142.60132,-345.2119,0.36614695,0.00082644477,0.38802335,1033,3018,2239617,0.12199645795783849,blues
47,blues.00047.wav,151.99908088235293,0.21663547,0.057905816,0.11219959,0.10718472,1178.5757,2.9610522,131.13083,-243.6361,0.13208751,0.002952607,0.33642253,561,2200,1800478,0.1715221533608868,blues
48,blues.00048.wav,123.046875,0.2171427,0.058725934,0.123896696,0.12104032,725.53687,3.3876345,148.34364,-209.45927,1.8390107,0.004982435,0.37950882,1129,3187,2090783,0.1849484464762823,blues
49,blues.00049.wav,123.046875,0.15502964,0.028809879,0.08853809,0.088545024,555.50073,1.934282,171.55688,-411.97095,-4.050267,0.0010310736,0.27759308,652,1721,1430191,0.10951751878068344,blues
50,blues.00050.wav,135.99917763157896,0.35924545,0.039847862,0.18228516,0.17379217,1720.2823,8.064298,166.46613,-240.6482,4.211351,0.0023262983,0.40100908,1784,4090,3779465,0.15728229173119934,blues
51,blues.00051.wav,99.38401442307692,0.3052955,0.0906691,0.19659239,0.19475345,1220.3828,8.621222,157.94629,-131.16278,4.8483295,0.008905629,0.39370215,2538,2984,3470041,0.184505807643185,blues
52,blues.00052.wav,151.99908088235293,0.308979,0.0038792272,0.09884554,0.08894134,1977.815,2.7825637,188.02924,-409.71002,-1.0267516,0.00028516797,0.33900785,612,2309,2274083,0.08722073683750861,blues
53,blues.00053.wav,103.359375,0.34647748,0.028868886,0.1682386,0.16078015,1544.5691,6.28932,158.63728,-257.1431,3.080389,0.0016825375,0.41244242,2474,3249,2852113,0.14683771508084045,blues
54,blues.00054.wav,89.10290948275862,0.3789663,0.060735352,0.20083979,0.1960837,1664.585,9.130136,171.22742,-193.06227,4.9186125,0.007739304,0.45287964,2576,3225,3939444,0.18968918553919759,blues
55,blues.00055.wav,135.99917763157896,0.33267608,0.017969308,0.15766303,0.15085554,1659.7808,6.062033,180.81323,-303.5232,3.2719343,0.0032979709,0.43304598,2871,2872,3254971,0.16220679342277103,blues
56,blues.00056.wav,161.4990234375,0.354812,0.022787746,0.13775411,0.12566029,2586.237,4.940966,174.15857,-317.94034,1.3474424,0.0014966378,0.3909998,903,2513,2879518,0.111668346827529,blues
57,blues.00057.wav,92.28515625,0.34504822,0.0118986415,0.17591807,0.17635843,1962.0016,7.3198543,175.50616,-297.27377,3.1502247,0.0037259255,0.42442203,1725,3319,3661223,0.13748879756191854,blues
58,blues.00058.wav,107.666015625,0.39069167,0.0214964,0.16190661,0.1491239,1990.7278,6.4994063,175.39099,-247.15009,1.9121112,0.0034273698,0.35681704,1696,3281,2596101,0.13732487326683374,blues
59,blues.00059.wav,107.666015625,0.36333668,0.032196622,0.169917,0.15440255,2872.38,6.684357,157.46555,-280.1162,3.2831025,0.0035914555,0.40597057,2957,2722,3449021,0.1353548678828107,blues
60,blues.00060.wav,151.99908088235293,0.35730314,0.05406325,0.19617338,0.18931079,1353.8362,8.830745,162.85953,-196.94136,4.8140526,0.0045262207,0.4308489,2553,3453,3997768,0.18836261558535095,blues
61,blues.00061.wav,129.19921875,0.20595318,0.074475676,0.14166255,0.14403708,575.25824,3.909446,141.53738,-195.25922,1.3293954,0.012355556,0.45195466,2911,2940,2461293,0.19597481799155186,blues
62,blues.00062.wav,112.34714673913044,0.17237453,0.026953878,0.10622777,0.109200515,558.5593,2.4050307,151.26666,-304.64505,-3.7150283,0.0016154217,0.3119012,1105,2923,1451129,0.1616443735981535,blues
63,blues.00063.wav,92.28515625,0.18292268,0.020489106,0.0962278,0.090988725,582.9843,2.0672634,119.45555,-241.27112,-4.489451,0.003051169,0.33038977,1065,2587,1076749,0.17219312297190287,blues
64,blues.00064.wav,78.30255681818181,0.16813543,0.04258859,0.11737103,0.12090095,396.0805,2.8822775,123.283676,-168.47263,-1.5767982,0.0074483487,0.3326599,2023,3579,1223611,0.19708019783288994,blues
65,blues.00065.wav,107.666015625,0.16288312,0.035469946,0.10029806,0.10345153,304.00394,2.0427122,131.51208,-226.8562,-4.5414686,0.0009103982,0.29277053,895,3079,867062,0.1991147365539009,blues
66,blues.00066.wav,161.4990234375,0.18500622,0.03248226,0.11043558,0.114241965,617.32666,2.5650928,151.90747,-217.79396,-0.7590201,0.00085752975,0.37472302,1894,3592,1652595,0.17042263160695886,blues
67,blues.00067.wav,161.4990234375,0.18265699,0.057634745,0.12903984,0.13235562,632.75745,3.5906112,142.04968,-199.6251,-0.54580605,0.0010822724,0.3379236,1188,3788,1437715,0.21959905302402752,blues
68,blues.00068.wav,161.4990234375,0.18268587,0.033703785,0.103048205,0.10566142,550.2418,2.4270868,136.47786,-225.26042,-1.3353984,0.0015006239,0.28943267,1355,3614,1254629,0.17435546457949722,blues
69,blues.00069.wav,78.30255681818181,0.2052274,0.042528678,0.11649022,0.11842495,535.54974,2.901417,148.83955,-244.77362,-5.7737036,0.00091359194,0.29205313,837,2538,970787,0.21283862580118604,blues
70,blues.00070.wav,143.5546875,0.2047265,0.030229744,0.10609345,0.11343625,613.5404,2.5475144,163.70883,-273.20837,-3.3920367,0.0021511682,0.32279274,1736,2948,1206679,0.1554373855375432,blues
71,blues.00071.wav,73.828125,0.1607153,0.053569157,0.12049756,0.12272141,400.69278,3.0545218,121.66068,-177.11523,-0.2969038,0.002235913,0.30516553,1375,3870,1517501,0.22011089655600147,blues
72,blues.00072.wav,103.359375,0.15009773,0.049470816,0.103862695,0.10777826,351.26584,2.4407523,132.92987,-182.0754,-4.575993,0.004687676,0.30708113,1108,2636,1218317,0.17171859246255655,blues
73,blues.00073.wav,99.38401442307692,0.456085,0.07100672,0.2596437,0.26449838,4157.457,15.786336,143.71272,-124.25941,5.5838656,0.0022479831,0.34204182,1915,3115,4134478,0.1853230042511853,blues
74,blues.00074.wav,112.34714673913044,0.44402817,0.013360335,0.19693075,0.1976902,5301.1084,9.180091,156.51537,-357.44937,4.0386186,0.0005240142,0.36715597,2148,3109,3549594,0.16430898170623673,blues
75,blues.00075.wav,117.45383522727273,0.4380673,0.019018527,0.19198641,0.19390613,1877.2891,9.162413,171.8787,-339.03973,4.42106,0.0047392063,0.4663816,2976,2732,4145728,0.1034298173578063,blues
76,blues.00076.wav,117.45383522727273,0.3831764,0.05488624,0.2188772,0.22152685,1684.4165,10.3928175,128.64992,-171.59464,5.0198765,0.0027200493,0.3655845,643,2287,3530803,0.17890021187786148,blues
77,blues.00077.wav,99.38401442307692,0.39499834,0.057630587,0.24307846,0.24759392,1931.9463,13.260607,157.85608,-174.56352,4.6034427,0.0032072412,0.4089921,1976,3005,4213288,0.15616619931546652,blues
78,blues.00078.wav,123.046875,0.4011554,0.11134879,0.25799304,0.26006904,2439.7385,14.264966,137.45117,-92.42278,4.8523498,0.007254489,0.41422728,3575,2061,3864952,0.1986675916102596,blues
79,blues.00079.wav,78.30255681818181,0.38484445,0.12583372,0.27078366,0.27572492,2258.8494,15.508376,126.51747,-109.296,5.43404,0.0054688877,0.4215437,2271,3383,4678086,0.1889007593744127,blues
80,blues.00080.wav,117.45383522727273,0.4443939,0.051724784,0.24235758,0.23888539,3447.9712,14.379654,175.2884,-251.85593,2.6161904,0.0015374762,0.36832434,1353,3342,3620543,0.13751277542759083,blues
81,blues.00081.wav,103.359375,0.39189807,0.00882608,0.24811445,0.26653677,1678.1953,13.416318,173.5266,-327.11078,2.388371,0.0030657933,0.38016844,2310,2834,3780793,0.19094582301139068,blues
82,blues.00082.wav,123.046875,0.39031935,0.053752344,0.25124043,0.25221246,2117.9377,14.409057,151.77264,-201.43607,3.1907651,0.0042754114,0.33906108,2089,3160,3466508,0.18890442631043752,blues
83,blues.00083.wav,135.99917763157896,0.40594175,0.10398134,0.25113833,0.24065238,3711.7737,14.1163645,131.8823,-142.64537,6.689298,0.009665295,0.42730477,993,4298,4744468,0.18388369642323996,blues
84,blues.00084.wav,112.34714673913044,0.39156643,0.013651778,0.23508118,0.24889624,2480.0103,12.976321,156.86041,-327.38507,4.7940254,0.0018158491,0.39618102,1883,3457,4186861,0.12737986929080786,blues
85,blues.00085.wav,143.5546875,0.38483495,0.016456595,0.15012378,0.14140798,2901.064,5.8028765,204.92905,-389.83084,0.6888473,0.0018421649,0.31530708,852,2100,2749240,0.17979172099963908,blues
86,blues.00086.wav,123.046875,0.3427368,0.012139548,0.124884635,0.11573051,2630.3691,4.4535813,214.03317,-409.01086,-0.66834277,0.0010037122,0.36592886,1203,2777,2885244,0.1035036556161788,blues
87,blues.00087.wav,172.265625,0.3755669,0.027231794,0.1579406,0.15339135,3438.8838,6.3827996,205.89665,-334.2091,0.5549689,0.0012098878,0.33690158,1058,2459,2966980,0.14535492835460045,blues
88,blues.00088.wav,172.265625,0.38590726,0.024692556,0.14199714,0.13512908,2388.685,5.587068,210.13545,-378.70047,0.07658749,0.0015932166,0.3778535,1808,2959,2954510,0.16057495081033027,blues
89,blues.00089.wav,107.666015625,0.2753805,0.004913157,0.05275917,0.04134043,1955.9243,1.0765741,217.44818,-496.46793,-6.2525415,0.0015319904,0.34863168,1034,1919,1116066,0.1333225665584391,blues
90,blues.00090.wav,143.5546875,0.34159854,0.02487689,0.13184513,0.127147,2349.181,4.485587,197.14171,-399.08115,1.4125041,0.0022932703,0.37784892,1085,2590,2778051,0.13276823170765278,blues
91,blues.00091.wav,63.02400914634146,0.25654915,0.029527865,0.09936382,0.096177444,908.6469,2.5964065,245.72427,-431.98538,-0.9632465,0.0056407694,0.42225856,1188,2767,2030418,0.0924947079204826,blues
92,blues.00092.wav,83.35433467741936,0.2715611,0.0060583986,0.063039556,0.055145584,1871.0234,1.279679,201.75514,-480.1069,-4.0915895,5.809252e-05,0.39096886,835,1884,1501040,0.129075556794535,blues
93,blues.00093.wav,58.72691761363637,0.2448315,0.010989595,0.06586,0.053094957,1256.0769,1.4546703,230.01538,-443.4102,-3.5381129,0.0013695583,0.37769488,604,1650,1124163,0.09720009740709157,blues
94,blues.00094.wav,103.359375,0.39379036,0.011867951,0.14094436,0.12579083,4572.5576,5.814695,201.69528,-374.7489,0.05194086,0.0018259784,0.37668237,816,2007,3255793,0.1574504556031488,blues
95,blues.00095.wav,135.99917763157896,0.35439196,0.06927347,0.18699834,0.18413731,2505.7344,8.579261,190.61322,-278.17062,2.2637851,0.0019285668,0.3699634,1391,2840,3527846,0.18924854973926383,blues
96,blues.00096.wav,143.5546875,0.16313615,0.005246734,0.051363207,0.04610084,346.2848,0.8135327,198.4111,-455.81543,-9.553157,0.0006085513,0.26060256,671,1182,876484,0.1535235933481183,blues
97,blues.00097.wav,117.45383522727273,0.36790007,0.06103015,0.19822708,0.19205146,2079.832,9.806483,218.0307,-334.49738,1.598617,0.00253669,0.37517473,1436,2720,3865706,0.16812465008053123,blues
98,blues.00098.wav,123.046875,0.22857344,0.039029572,0.12535533,0.12304681,585.6958,3.3577492,151.78769,-232.28635,1.8338166,0.008712176,0.44319093,1888,3645,2114208,0.14533104614907946,blues
99,blues.00099.wav,92.28515625,0.28398797,0.0054982915,0.1049854,0.07493522,1035.973,3.3115103,184.78873,-380.76163,-3.3897848,0.0021722275,0.3702303,1376,2933,1132325,0.15293732636351964,blues
100,classical.00000.wav,95.703125,0.10998225,0.007741629,0.036233008,0.033174094,188.32413,0.3255202,172.7769,-423.08698,-6.9060783,0.00037807893,0.25236058,1106,2421,353194,0.22387983291802444,classical
101,classical.00001.wav,112.34714673913044,0.085240476,0.007220646,0.030609844,0.028719861,189.70952,0.2371667,177.67075,-419.8523,-9.946951,0.0001692871,0.21497734,635,1560,192722,0.25517845281945173,classical
102,classical.00002.wav,99.38401442307692,0.10320414,0.016973598,0.043827713,0.04187809,127.26344,0.45391926,185.44586,-315.17432,-5.384613,0.0006029312,0.2778935,1139,2871,400638,0.2227403394843203,classical
103,classical.00003.wav,71.77734375,0.11844444,0.0027230158,0.029426444,0.025166256,199.8876,0.23666915,177.39786,-503.28113,-8.243529,0.0003677704,0.23422067,500,1465,268990,0.24820794429114104,classical
104,classical.00004.wav,161.4990234375,0.108448364,0.01166849,0.042297725,0.039873622,223.91487,0.3969493,164.10942,-327.36365,-9.780669,0.00054654625,0.22151817,918,2178,206434,0.261929098764003,classical
105,classical.00005.wav,143.5546875,0.12122002,0.002027709,0.043239165,0.046065558,247.37149,0.5513541,188.98108,-502.41446,-6.699694,0.0010590693,0.2685064,930,2760,554063,0.21467999452604802,classical
106,classical.00006.wav,99.38401442307692,0.11968338,0.0030914617,0.033204652,0.028725022,192.8015,0.32494873,173.08305,-498.29486,-7.093732,0.00044426284,0.26142845,731,1899,388517,0.27656458050760274,classical
107,classical.00007.wav,215.33203125,0.13582622,0.003159835,0.04087724,0.034497757,332.41486,0.54378444,191.04208,-566.5107,-6.8726454,0.00033070275,0.2765987,619,2110,539909,0.21376497707697362,classical
108,classical.00008.wav,135.99917763157896,0.100936264,0.003864672,0.03403312,0.031605516,189.84073,0.36248443,175.55753,-460.10852,-8.180758,0.00068264006,0.25473848,742,2034,358800,0.24568490933168668,classical
109,classical.00009.wav,234.90767045454547,0.07794455,0.0029702336,0.023791904,0.02332033,62.965878,0.17888921,188.97377,-566.29016,-9.487705,0.00092507043,0.27055803,558,1381,266042,0.27910526052424733,classical
110,classical.00010.wav,103.359375,0.10857378,0.002612722,0.029499287,0.025524996,183.34547,0.27275437,164.09511,-506.45416,-9.216076,0.00037636393,0.24494343,1002,2461,336800,0.20929595406597823,classical
111,classical.00011.wav,151.99908088235293,0.07217503,0.0025454264,0.021483667,0.019784592,108.21573,0.12472156,220.99161,-508.10123,-10.28539,0.00023893113,0.24493824,662,1266,211373,0.2657936976089001,classical
112,classical.00012.wav,95.703125,0.10754363,0.0019133644,0.03139051,0.024739143,165.54622,0.36777645,208.97293,-601.4912,-9.849064,0.00030071102,0.23563844,853,1437,199404,0.27768308545734743,classical
113,classical.00013.wav,129.19921875,0.12666442,0.0020581037,0.03170561,0.02369848,138.28958,0.37268603,229.73676,-567.6215,-10.251485,0.00032984078,0.23210803,521,1914,402860,0.21238335597163185,classical
114,classical.00014.wav,143.5546875,0.12955227,0.0046103536,0.031600047,0.023176469,208.77646,0.35644254,200.25735,-475.49374,-10.436884,0.0005355119,0.23404847,707,1647,210514,0.24473351286961867,classical
115,classical.00015.wav,83.35433467741936,0.04545919,0.0022735782,0.011428219,0.007401768,32.932697,0.04924509,195.4388,-612.46484,-12.506905,0.0004068478,0.21663477,993,2814,86729,0.30021787586679116,classical
116,classical.00016.wav,99.38401442307692,0.023851207,0.001161863,0.008011807,0.007504018,8.206831,0.018970888,192.71884,-668.32043,-14.6783495,0.00048564203,0.2193211,475,1567,71922,0.23864661539518559,classical
117,classical.00017.wav,89.10290948275862,0.14456177,0.003282366,0.03735472,0.0207088,197.77628,0.53492254,215.51437,-497.19705,-10.307672,0.00070200727,0.2563851,831,2524,370869,0.21881782314850917,classical
118,classical.00018.wav,161.4990234375,0.12450435,0.002342772,0.018675078,0.0154976165,236.516,0.15402383,226.21077,-526.81976,-10.765463,0.00049184967,0.23902793,803,2335,271180,0.27534629894089513,classical
119,classical.00019.wav,184.5703125,0.03654965,0.0011591795,0.0079903165,0.0065968414,17.43262,0.021531021,204.53757,-678.8547,-13.506355,0.00057973765,0.28401977,1136,2746,104875,0.28316325951382937,classical
120,classical.00020.wav,143.5546875,0.10739002,0.0019869274,0.038423505,0.034117106,192.0561,0.45274732,227.95547,-557.63947,-8.629475,0.0010148583,0.26896352,868,1957,405463,0.202268037757241,classical
121,classical.00021.wav,135.99917763157896,0.16443314,0.004533769,0.04545146,0.023587598,431.97937,0.7793769,218.86539,-455.72418,-9.230946,0.00048356832,0.26684955,1026,2558,439333,0.2223158396745347,classical
122,classical.00022.wav,107.666015625,0.12434792,0.000758601,0.047870062,0.04658671,263.35913,0.7037449,207.62994,-584.88794,-7.8011355,0.0009824117,0.27621743,1178,1926,509163,0.24955584067890307,classical
123,classical.00023.wav,95.703125,0.04141621,0.00378738,0.017138014,0.01645607,33.23177,0.07866004,197.493,-600.8425,-9.479115,0.0010181196,0.26729923,400,1146,155727,0.29638474830570555,classical
124,classical.00024.wav,151.99908088235293,0.14510016,0.008452863,0.06666443,0.06502586,420.48334,1.1320173,204.34659,-413.66824,-6.416987,0.0013182283,0.25327945,1077,2150,700903,0.19076768562634663,classical
125,classical.00025.wav,129.19921875,0.1250122,0.016522367,0.064087525,0.061327893,318.56598,1.0536735,222.96701,-297.72543,-5.582821,0.0016149641,0.2973892,1310,2648,678165,0.2212330136326083,classical
126,classical.00026.wav,161.4990234375,0.18060397,0.0021971322,0.038886134,0.023603572,460.7928,0.6025446,212.97482,-520.5634,-11.095579,0.00041930765,0.24568611,804,1712,473648,0.2276964010236713,classical
127,classical.00027.wav,135.99917763157896,0.06577525,0.004426596,0.028405773,0.02515165,41.81067,0.23401256,211.66206,-573.71796,-9.799267,0.00027023398,0.24069078,399,1218,175929,0.2990176536001419,classical
128,classical.00028.wav,161.4990234375,0.19409217,0.0048773573,0.06257815,0.059441626,1094.7814,1.001776,226.3824,-475.08926,-6.8500533,0.00062971975,0.26289216,771,2054,591144,0.24236379019567766,classical
129,classical.00029.wav,135.99917763157896,0.152866,0.0023699154,0.041609988,0.03224381,303.61557,0.64447933,211.08904,-524.3101,-9.153803,0.0010611451,0.24689515,989,2464,476460,0.24937316845064655,classical
130,classical.00030.wav,117.45383522727273,0.099159494,0.003438973,0.029710459,0.02746132,261.622,0.26351804,197.46045,-493.38397,-13.272104,0.0005301067,0.27837116,958,2362,225207,0.277563166834566,classical
